QueryID,dbx_Estimate
1,10.2444
2,588.386
3,35.9985
4,43.5661
5,42184.3
6,27.6322
7,725.619
8,4017.21
9,9799.18
10,847.27
11,357.933
12,20137.3
13,446.646
14,236.616
15,4806.84
16,216.469
17,26588.8
18,258.647
19,1381.06
20,20103.0
21,5702.02
22,24.7346
23,20.0167
24,162.229
25,61.2934
26,258.355
27,1.0
28,288.713
29,1.0
30,1.0
31,297.141
32,183.097
33,2200680.0
34,992.203
35,16.7805
36,62.8763
37,10547.3
38,7396.79
39,235490.0
40,10.7466
41,118.309
42,1.0
43,1.95796
44,45795.5
45,105061.0
46,5371.73
47,1.0
48,27471.6
49,1.0
50,278814.0
51,1.0
52,45329.6
53,77154.2
54,166381.0
55,1.0
56,31560.0
57,1.0
58,4.16704
59,1.0
60,1492610.0
61,8030.78
62,12126.0
63,466.116
64,1931.64
65,242.028
66,5.05846
67,10.6428
68,35634.9
69,4.49281
70,1075250.0
71,1.0
72,1.0
73,31.2875
74,1229.81
75,1060.02
76,119328.0
77,43.8992
78,1408380.0
79,990.514
80,38098.7
81,9.02733
82,213.981
83,66.0
84,3255.84
85,22309.5
86,2.13604
87,4064360.0
88,152923.0
89,9715.18
90,8017.71
91,1536.42
92,8850.32
93,106040.0
94,33.5111
95,3918760.0
96,1511780.0
97,2528920.0
98,57658.5
99,118781.0
100,452162.0
101,948593.0
102,416.573
103,655765.0
104,455.51
105,50.4183
106,23.2709
107,172.711
108,36136.9
109,657044.0
110,303.474
111,1932300.0
112,10.7096
113,999210.0
114,3.5559
115,456279.0
116,7690.48
117,62061.0
118,15123.9
119,129043.0
120,113670.0
121,124875.0
122,121409.0
123,7187420.0
124,126813.0
125,406554.0
126,401.988
127,3693740.0
128,186523.0
129,79.2472
130,14647.1
131,416394.0
132,1736700.0
133,363884.0
134,8004.91
135,97.3286
136,43.5139
137,34803.6
138,38.527
139,2663.58
140,556.677
141,1349.14
142,12936.8
143,7513.12
144,2.94313
145,7874.53
146,1.0
147,142.44
148,682026.0
149,10250.8
150,325.845
151,5.10304
152,2193.47
153,4071.33
154,6.0
155,2418.59
156,96216.1
157,11.1608
158,37.6541
159,79837.6
160,8.23772
161,3.0
162,4.76138
163,1.0
164,1.0
165,12649.9
166,8.70191
167,52.6228
168,2216.71
169,1.0
170,23683.0
171,20.2963
172,849.051
173,18.9434
174,4.55197
175,3266.4
176,1042940.0
177,1038200.0
178,517.259
179,13876.5
180,561.806
181,382909.0
182,1247470.0
183,1.0
184,168.139
185,1.0
186,365.269
187,811.68
188,2.12349
189,401.871
190,3870.18
191,17.2768
192,1450.85
193,6150660.0
194,2107.16
195,4735900.0
196,1.0
197,80835.7
198,2.99996
199,20490.1
200,7702.87
201,116406.0
202,2.98172
203,28.8219
204,6.00613
205,31447.6
206,42770.5
207,11152.0
208,185159.0
209,1.0
210,53101.1
211,1207.99
212,251.63
213,4222.96
214,161.03
215,53602.8
216,2.917
217,70.4376
218,288253.0
219,77065.3
220,2.89019
221,177650.0
222,5.03798
223,2.23582
224,454051.0
225,54785.5
226,290428.0
227,394452.0
228,785030.0
229,155106.0
230,238289.0
231,1989820.0
232,321999.0
233,4.87798
234,25985100.0
235,4.51382
236,9994.69
237,178191.0
238,176865.0
239,11239800.0
240,7843750.0
241,15970.9
242,1.0
243,22947.3
244,1.0
245,1.0
246,1.0
247,1.0
248,15686.8
249,3.79789
250,33.3458
251,3435.15
252,3.83195
253,16.7109
254,1.0
255,1.0
256,69.234
257,17084600.0
258,2.9996
259,6.61274
260,1.0
261,1.39209
262,14.8385
263,1.51288
264,647.611
265,2.8531
266,301739.0
267,1.0
268,45720.5
269,1.0
270,1.73633
271,1.0
272,1.0
273,6566010.0
274,39192.9
275,260479000.0
276,425.728
277,1461990.0
