dblp_query_dense_8_1|32742232|15584.4|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e13:1:1049866,e14:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (A (C (B (D (E (F (G (H)))))))))
dblp_query_dense_8_10|17718748|16940.5|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e13:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (B (E (F (G (H (A (C (D)))))))))
dblp_query_dense_8_100|9492530|3414.37|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (B (F (C (E (D (G (H (A)))))))))
dblp_query_dense_8_101|12835888|4768.56|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e13:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (A (C (E (B (D (F (G (H)))))))))
dblp_query_dense_8_102|9850947|4051.23|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (C (A (B (D (E (G (F (H)))))))))
dblp_query_dense_8_103|16850620|4866.62|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (C (B (D (E (F (G (H (A)))))))))
dblp_query_dense_8_104|5673092|6912.59|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e13:1:1049866,e14:1:1049866,e15:1:1049866,e16:1:1049866,e17:1:1049866,e18:1:1049866,e19:1:1049866,e2:1:1049866,e20:1:1049866,e21:1:1049866,e22:1:1049866,e23:1:1049866,e24:1:1049866,e25:1:1049866,e26:1:1049866,e27:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (A (B (C (D (E (F (G (H)))))))))
dblp_query_dense_8_105|9929202|2944.97|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (A (C (B (D (E (F (G (H)))))))))
dblp_query_dense_8_106|8608833|1956.73|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e13:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (B (A (C (D (E (F (G (H)))))))))
dblp_query_dense_8_107|10093492|3035.72|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e13:1:1049866,e14:1:1049866,e15:1:1049866,e16:1:1049866,e17:1:1049866,e18:1:1049866,e19:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (B (C (E (F (G (H (D (A)))))))))
dblp_query_dense_8_108|16268517|5820.11|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e13:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (A (D (E (F (G (B (C (H)))))))))
dblp_query_dense_8_109|31579761|6861.28|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (A (D (E (F (G (B (C (H)))))))))
dblp_query_dense_8_11|41241866|16271.5|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e13:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (B (A (C (D (E (F (G (H)))))))))
dblp_query_dense_8_110|26309909|8430|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (D (C (A (B (F (G (H (E)))))))))
dblp_query_dense_8_111|7930419|7746.78|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e13:1:1049866,e14:1:1049866,e15:1:1049866,e16:1:1049866,e17:1:1049866,e18:1:1049866,e19:1:1049866,e2:1:1049866,e20:1:1049866,e21:1:1049866,e22:1:1049866,e23:1:1049866,e24:1:1049866,e25:1:1049866,e26:1:1049866,e27:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (A (B (C (D (E (F (G (H)))))))))
dblp_query_dense_8_112|18585758|14043.3|0|1|e0:1:1049866,e1:1:1049866,e10:1:1049866,e11:1:1049866,e12:1:1049866,e13:1:1049866,e2:1:1049866,e3:1:1049866,e4:1:1049866,e5:1:1049866,e6:1:1049866,e7:1:1049866,e8:1:1049866,e9:1:1049866,v0:1:317080,v1:1:317080,v2:1:317080,v3:1:317080,v4:1:317080,v5:1:317080,v6:1:317080,v7:1:317080,|(  (B (A (C (D (E (F (G (H)))))))))
