QueryID,dbx_Estimate
1,57977.8
2,677544.0
3,257721.0
4,1084550.0
5,287567.0
6,109350.0
7,460432.0
8,41501.2
9,15777.0
10,28583.0
11,15742000.0
12,3595520.0
13,149748.0
14,16880200.0
15,5479770.0
16,1112670.0
17,1969870.0
18,700080.0
19,2502260.0
20,1829010.0
21,10679200.0
22,3185.58
23,7504.06
24,6242880.0
25,8513.99
26,12434.6
27,108721.0
28,2213760.0
29,787219.0
30,2607050.0
31,901259.0
32,71123.2
33,36378.9
34,180770.0
35,139066.0
36,62524.6
37,745290.0
38,352.122
39,361.38
40,690.087
41,70367.0
42,57171.4
43,116513.0
44,523434.0
45,1501430.0
46,142889.0
47,99.2033
48,150581.0
49,110722.0
50,5.58504
51,1.0
52,511219.0
