QueryID,lpbound_Estimate
1,75.99999999999999
2,35.99999999999999
3,12.0
4,73.00000000000001
5,251.9999999999999
6,30.999999999999993
7,4679.999999999999
8,145007.99999999974
9,1.0
10,319.9999999999999
11,4656.699571709304
12,55.999999999999986
13,75.99999999999999
14,30.999999999999993
15,8191.99999999998
16,8999.999999999998
17,748.9999999999977
18,1064.000000000001
19,7.0
20,2.0
21,68264.99999999985
22,600.0000000000002
23,21887.999999999967
24,240.00000000000003
25,5928.0
26,151.99999999999997
27,188.99999999999991
28,55.999999999999986
29,151.99999999999997
30,2.0
31,24.0
32,468.00000000000006
33,75.99999999999999
34,247.00000000000003
35,1.0
36,25915.99999999994
37,836.9999999999997
38,1.0
39,2.0
40,2379.9999999999977
41,70.00000000000004
42,55.999999999999986
43,9.999999999999998
44,12.0
45,10163.999999999998
46,26.999999999999993
47,26694.09502299415
48,1520.000000000001
49,256.0
50,1192.0000000000018
51,63.000000000000014
52,27.999999999999993
53,342144.0000000001
54,564.0000000000008
55,1683.9999999999948
56,168.00000000000006
57,22.0
58,3530.6188864521905
59,53.99999999999996
60,28068.109284960094
61,264.00000000000017
62,91.00000000000006
63,253.00000000000034
64,11.0
65,5562.723273114856
66,132.00000000000017
67,2659.9999999999977
68,75.99999999999999
69,462.00000000000017
70,25.999999999999993
71,4964.079996383562
72,5320.000000000002
73,32759.99999999998
74,26.999999999999993
75,75.99999999999999
76,4.0
77,75.99999999999999
78,525.0
79,600.0000000000002
80,4711.999999999998
81,14508.0
82,4968.497063189361
83,34580.9116811389
84,755.9999999999997
85,145307.78787771388
86,83.99999999999997
87,684.0000000000006
88,693.0000000000001
89,175.00000000000014
90,8.999999999999998
91,94.99999999999994
92,684.0000000000006
93,403.00000000000006
94,1690.0000000000005
95,3275.9999999999995
96,13392.000000000011
97,24.999999999999993
98,26.999999999999993
99,28.999999999999996
100,71.99999999999999
101,657.0000000000009
102,71.99999999999999
103,532.0000000000005
104,5256.000000000001
105,9727.999999999998
106,2.0
107,14.999999999999996
108,151.99999999999997
109,136.00000000000006
110,2687.999999999996
111,149.99999999999994
112,11858.973444040164
113,40.00000000000001
114,1.0
115,532.0000000000005
116,2275.000000000001
117,1443.9999999999995
118,1910.9999999999995
119,684.0000000000006
120,7428.783953700154
121,16071.38106717224
122,3024.000000000006
123,4852.427161947714
124,12648.00000000001
