QueryID,lpbound_Estimate
1,77456.99999999991
2,35.99999999999999
3,12.0
4,73.00000000000001
5,133524.00000000038
6,7.0
7,78616.67176241915
8,401579.99999999936
9,609.9999999999992
10,319.9999999999999
11,4656.699571709304
12,55.999999999999986
13,965.0000000000003
14,533.0000000000002
15,1560.0000000000016
16,7.0
17,6755.000000000009
18,41404.000000000065
19,5949.999999999999
20,2288.3563441201045
21,9709.464742320952
22,10034.719648656575
23,68264.99999999985
24,1263.3980572658631
25,715070.3532708926
26,27120.939806725062
27,4314896.945809952
28,750.0000000000008
29,12397.639492757004
30,55.999999999999986
31,37320.45297152749
32,86349.7744269276
33,35845.38210146464
34,468.00000000000006
35,75.99999999999999
36,49619.85667049025
37,107844.17270844473
38,1023.9999999999987
39,1092.0
40,382503.4922820952
41,50823.01211065705
42,18.000000000000018
43,1903.999999999999
44,34002.01313036567
45,2751.851091799808
46,47746.06680684879
47,33545.090549885164
48,47966.139159021805
49,516909.7386344285
50,204913.2285500919
51,1036.0000000000007
52,10678.408976648592
53,268850.1337934745
54,24509409.2803776
55,112698.88883499459
56,32920.426720987954
57,2647.6068343245506
58,36333.341291352765
59,3530.6188864521905
60,53.99999999999996
61,8477671.755338727
62,37271455.2048695
63,371.9999999999999
64,5411774.241846135
65,207151.2809078696
66,496864.29688564956
67,132.00000000000017
68,2659.9999999999977
69,12905.99999999999
70,462.00000000000017
71,25.999999999999993
72,4964.079996383555
73,5320.000000000002
74,59787.00000000008
75,109416.83142917229
76,965.0000000000003
77,35636.00000000002
78,12493.00000000003
79,2325.0000000000005
80,29975.99999999996
81,2291.0523593806165
82,28358.725713126627
83,4968.497063189374
84,164385.80766594593
85,215.99999999999983
86,7069.402868376824
87,1680.9999999999961
88,835.9999999999993
89,347033.7993744236
90,11228.175947344995
91,1925.999999999999
92,94.99999999999994
93,37320.45297152749
94,44568.00000000002
95,1560.0000000000016
96,3275.9999999999995
97,56159.999999999985
98,87271.54647420862
99,16815.99999999999
100,28.999999999999996
101,23704.000000000022
102,1082.9999999999982
103,1943.9999999999993
104,162128.18058918172
105,5256.000000000001
106,771175.0665542787
107,557.9999999999991
108,14.999999999999996
109,37320.45297152749
110,2247.883727427266
111,651.0000000000005
112,149.99999999999994
113,323.9999999999999
114,10977.440106256854
115,10709.050391341425
116,37189.42215720472
117,442092.1301926915
118,400057.4259903213
119,80287.47452268213
120,186015.42773253322
121,1006740.9725775785
122,37307425.278469205
123,3024.000000000006
124,68529.71758313144
125,7466.195950811113
