QueryID,lpbound_Estimate
1,7017.850235085449
2,564.0506156741995
3,7017.850235085449
4,564.0506156741995
5,638953.8811275813
6,156694631.36117092
7,34952033.75746094
8,268777033.8346277
9,1855907.9999999946
10,475877.9999999994
11,2993112.0000000033
12,24880944.634056363
13,10698124.050084218
14,33793177.31784489
15,77517.12934287667
16,434318.2576304162
17,11492.215528127646
18,81258.19871249924
19,378975385.290896
20,12472084.000000011
21,1162162.9999999993
22,34227673.999999985
23,32912278.935953625
24,13196639.115977006
25,2049605.8469793622
26,23384440.178927224
27,19548534.684653927
28,37740152.04639745
29,21232915.89853117
30,106690522.58576445
31,111942.09099191049
32,111942.09099191049
33,59253999.48506835
34,2178535.03391241
35,5472.906734030584
36,2880612.8340578745
37,6634572.590444013
38,2586136.319529306
39,11043870.13879839
40,7499854.3717522565
41,1264006472.2955155
42,1020116831.7191677
43,1264006472.2955155
44,85816342.94053996
45,9430235.810175164
46,43681053.684798874
47,62644826.28924084
48,378643165.5524044
49,594216778.7289526
50,541410474.3421278
51,315562701.30411756
52,285868345.6847331
53,22518557.696916852
54,19206115.072063077
55,22518557.696916852
56,138980569.70353112
57,138980569.70353112
58,46597911601.327614
59,829013809.0482324
60,105927576895.5759
61,2581860485.247327
62,578024273.846973
63,285868345.6847331
64,223709376.46108356
65,3225842.526022759
66,187826851.30382583
67,138980569.70353112
68,277283574.7830119
69,234906395.77947968
70,2071444516.1192842
