QueryID,lpbound_Estimate
1,7017.850235085457
2,564.0506156741995
3,7017.850235085457
4,564.0506156741995
5,638953.8811275829
6,156694631.36117053
7,34952033.75746094
8,268777033.8346277
9,1855908.0000000084
10,475877.9999999994
11,2993112.0000000107
12,24880944.634056423
13,10698124.050084218
14,33793177.31784489
15,77517.12934287667
16,434318.2576304162
17,11492.215528127634
18,81258.19871249924
19,378975385.29089695
20,12472084.000000041
21,1162162.9999999993
22,34227674.00000007
23,32912278.935953625
24,13196639.115977071
25,2049605.8469793622
26,23384440.178927165
27,19548534.684653975
28,37740152.04639745
29,21232915.89853122
30,106690522.5857647
31,111942.09099191049
32,111942.09099191049
33,59253999.48506835
34,2178535.033912426
35,4122.061858356504
36,2880612.83405791
37,6634572.590444078
38,2586136.319529306
39,11043870.138798444
40,7499854.371752294
41,1264006472.2955217
42,1020116831.7191727
43,1264006472.2955217
44,84843722.3593379
45,9430235.810175303
46,43681053.6847993
47,62644826.28924115
48,378643165.55240065
49,594216778.7289541
50,541410474.3421332
51,315562701.30411834
52,285868345.6847338
53,22363462.08045817
54,19073833.764486887
55,22363462.08045817
56,138980569.7035325
57,138980569.7035325
58,45988005730.32158
59,711947500.554614
60,105927576895.5759
61,2581860485.247365
62,578024273.8469701
63,285868345.6847352
64,223709376.46108523
65,2718946.8070844524
66,187826851.30382535
67,138980569.7035325
68,259044079.42376152
69,227000896.47257292
70,2071444516.1192791
