QueryID,lpbound_Estimate
1,7017.850235085466
2,564.0506156741995
3,7017.850235085466
4,564.0506156741995
5,638953.8811275829
6,156694631.36117092
7,34952033.75746094
8,268777033.8346277
9,1855908.0000000037
10,475878.0000000006
11,2993112.000000018
12,24880944.634056363
13,10698124.050084244
14,33793177.31784489
15,77517.12934287667
16,434318.2576304162
17,11492.215528127646
18,81258.19871249924
19,378975385.2908979
20,12472084.000000041
21,1162162.9999999993
22,34227673.999999985
23,32912278.935953707
24,13196639.115977038
25,2049605.8469793673
26,23384440.17892728
27,19548534.684653927
28,37740152.04639745
29,21232915.89853117
30,106690522.5857647
31,111942.09099191049
32,111942.09099191049
33,59253999.48506835
34,2178535.0339124314
35,4122.061858356498
36,2880612.8340578885
37,6634572.590444045
38,2586136.319529319
39,11043870.138798472
40,7499854.371752294
41,1264006472.2955186
42,1020116831.7191627
43,1264006472.2955186
44,84843722.35933852
45,9430235.810175257
46,43681053.68479898
47,62644826.28924099
48,378643165.5524053
49,594216778.7289526
50,541410474.3421291
51,315562701.30411756
52,285868345.6847331
53,22363462.080458228
54,19073833.764486983
55,22363462.080458228
56,138980569.70353147
57,138980569.70353147
58,45988005730.32226
59,711947500.5546123
60,105927576895.5759
61,2581860485.247365
62,578024273.8469772
63,285868345.6847345
64,223709376.46108466
65,2718946.8070844524
66,187826851.30382675
67,138980569.70353147
68,259044079.42376024
69,227000896.47257292
70,2071444516.1192944
