QueryID,lpbound_Estimate
1,7017.850235085431
2,564.0506156741995
3,7017.850235085431
4,564.0506156741995
5,638953.8811275797
6,156694631.36117053
7,34952033.757460766
8,268777033.83462703
9,1855907.99999999
10,475877.99999999825
11,2993111.999999996
12,24880944.634056363
13,10698124.050084192
14,33793177.31784481
15,77517.12934287667
16,434318.2576304162
17,11492.215528127634
18,81258.19871249924
19,378975385.290896
20,12472084.000000011
21,1162162.9999999965
22,34227673.999999896
23,32912278.935953543
24,13196639.115977006
25,2049605.846979357
26,23384440.17892711
27,19548534.68465388
28,37740152.04639727
29,21232915.898531117
30,106690522.58576418
31,111942.09099191049
32,111942.09099191049
33,59253999.48506835
34,2178535.0339124044
35,4122.061858356494
36,2880612.83405786
37,6634572.590443946
38,2586136.3195292936
39,11043870.138798336
40,7499854.371752201
41,1264006472.2955186
42,1020116831.7191602
43,1264006472.2955186
44,84843722.35933769
45,9430235.81017521
46,43681053.68479866
47,62644826.28924053
48,378643165.5524016
49,594216778.7289512
50,541410474.3421265
51,315562701.304116
52,285868345.68473166
53,22363462.08045817
54,19073833.764486935
55,22363462.08045817
56,138980569.70353043
57,138980569.70353043
58,45988005730.32203
59,711947500.5546105
60,105927576895.5759
61,2581860485.247333
62,578024273.8469715
63,285868345.6847303
64,223709376.46108246
65,2718946.807084432
66,187826851.3038249
67,138980569.70353043
68,259044079.42375895
69,227000896.4725718
70,2071444516.1192791
