QueryID,lpbound_Estimate
1,7017.850235085449
2,564.0506156741995
3,7017.850235085449
4,564.0506156741995
5,638953.8811275797
6,156694631.36117053
7,34952033.75746094
8,268777033.8346277
9,1855907.99999999
10,475877.9999999994
11,2993111.999999996
12,24880944.634056363
13,10698124.050084244
14,33793177.31784489
15,77517.12934287667
16,434318.2576304162
17,11492.215528127634
18,81258.19871249924
19,378975385.290896
20,12472084.000000011
21,1162162.9999999965
22,34227673.999999896
23,32912278.93595346
24,13196639.115977006
25,2049605.8469793622
26,23384440.178927165
27,19548534.684653927
28,37740152.04639745
29,21232915.89853117
30,106690522.58576497
31,111942.09099191021
32,111942.09099191021
33,59253999.48506835
34,2178535.03391241
35,4122.061858356498
36,2880612.83405786
37,6634572.590443963
38,2586136.319529306
39,11043870.138798362
40,7499854.371752238
41,1264006472.2955124
42,1020116831.7191627
43,1264006472.2955124
44,84843722.35933769
45,9430235.81017521
46,43681053.684798546
47,62644826.28924069
48,378643165.5524016
49,594216778.7289526
50,541410474.3421265
51,315562701.3041168
52,285868345.6847324
53,22363462.080458283
54,19073833.764486983
55,22363462.080458283
56,138980569.70353112
57,138980569.70353112
58,45988005730.32203
59,714811241.3389447
60,105927576895.5759
61,2581860485.247352
62,578024273.8469744
63,285868345.68473166
64,223709376.46108246
65,2718946.807084439
66,187826851.30382583
67,138980569.70353112
68,259044079.42376024
69,227000896.4725718
70,2071444516.1192842
