QueryID,lpbound_Estimate
1,7017.850235085449
2,564.0506156741995
3,7017.850235085449
4,564.0506156741995
5,638953.8811275829
6,156694631.3611713
7,34952033.757460766
8,268777033.8346277
9,1855907.999999999
10,475878.0000000006
11,2993112.0000000033
12,24880944.634056423
13,10698124.050084218
14,33793177.31784498
15,77517.12934287667
16,434318.2576304162
17,11492.215528127634
18,81258.19871249924
19,378975385.290896
20,12472083.99999998
21,1162162.9999999993
22,34227673.999999985
23,32912278.935953707
24,13196639.115977071
25,2049605.8469793673
26,23384440.178927165
27,19548534.68465388
28,37740152.04639736
29,21232915.89853117
30,106690522.58576445
31,111942.09099191077
32,111942.09099191077
33,59253999.48506835
34,2178535.0339124207
35,4122.061858356498
36,2880612.8340578815
37,6634572.590444013
38,2586136.319529306
39,11043870.138798418
40,7499854.3717523115
41,1264006472.2955124
42,1020116831.7191702
43,1264006472.2955124
44,84843722.35933852
45,9430235.81017528
46,43681053.684798874
47,62644826.28924053
48,378643165.55240256
49,594216778.7289555
50,541410474.3421278
51,315562701.30411756
52,285868345.6847331
53,22363462.08045817
54,19073833.764486983
55,22363462.08045817
56,138980569.7035318
57,138980569.7035318
58,45988005730.32203
59,711947500.5546123
60,105927576895.57642
61,2581860485.2473583
62,578024273.8469772
63,285868345.6847345
64,223709376.46108466
65,2718946.8070844254
66,187826851.30382675
67,138980569.7035318
68,259044079.42375895
69,227000896.4725707
70,2071444516.1192994
