QueryID,lpbound_Estimate
1,7017.850235085431
2,564.0506156741995
3,7017.850235085431
4,564.0506156741995
5,638953.8811275829
6,156694631.3611713
7,34952033.75746094
8,268777033.83462703
9,1855907.999999999
10,475877.9999999994
11,2993111.9999999884
12,24880944.634056423
13,10698124.050084218
14,33793177.31784489
15,77517.12934287667
16,434318.2576304162
17,11492.215528127646
18,81258.19871249924
19,378975385.29089695
20,12472084.000000011
21,1162162.9999999993
22,34227673.999999896
23,32912278.935953382
24,13196639.11597694
25,2049605.8469793622
26,23384440.178927224
27,19548534.68465383
28,37740152.04639736
29,21232915.89853117
30,106690522.58576497
31,111942.09099191021
32,111942.09099191021
33,59253999.48506835
34,2178535.0339124044
35,4122.061858356494
36,2880612.8340578815
37,6634572.590443996
38,2586136.3195293
39,11043870.138798444
40,7499854.371752275
41,1264006472.2955186
42,1020116831.7191652
43,1264006472.2955186
44,84843722.3593381
45,9430235.810175186
46,43681053.684798874
47,62644826.28924069
48,378643165.55240256
49,594216778.7289541
50,541410474.3421305
51,315562701.30411834
52,285868345.6847324
53,22363462.080458064
54,19073833.764486887
55,22363462.080458064
56,138980569.70352975
57,138980569.70352975
58,45988005730.32203
59,711947500.5546123
60,105927576895.5759
61,2581860485.247346
62,578024273.846973
63,285868345.68473166
64,223709376.46108466
65,2718946.807084439
66,187826851.3038249
67,138980569.70352975
68,259044079.42376024
69,227000896.4725718
70,2071444516.1192791
