QueryID,lpbound_Estimate
1,7017.850235085449
2,564.0506156741995
3,7017.850235085449
4,564.0506156741995
5,638953.8811275813
6,156694631.3611713
7,34952033.75746094
8,268777033.834629
9,1855907.9999999946
10,475877.9999999994
11,2993112.0000000033
12,24880944.634056423
13,10698124.050084218
14,33793177.31784498
15,77517.12934287667
16,434318.2576304162
17,11492.21552812762
18,81258.19871249924
19,378975385.2908979
20,12472084.000000011
21,1162162.9999999993
22,34227673.999999896
23,32912278.93595346
24,13196639.115976973
25,2049605.8469793622
26,23384440.178927224
27,19548534.684653975
28,37740152.04639745
29,21232915.89853122
30,106690522.58576445
31,111942.09099190994
32,111942.09099190994
33,59253999.48506879
34,2178535.03391241
35,4122.061858356504
36,2880612.834057867
37,6634572.590443996
38,2586136.319529306
39,11043870.138798444
40,7499854.371752294
41,1264006472.2955124
42,1020116831.7191702
43,1264006472.2955124
44,84843722.35933727
45,9430235.810175233
46,43681053.68479866
47,62644826.28924084
48,378643165.5524044
49,594216778.7289482
50,541410474.3421265
51,315562701.30411834
52,285868345.6847331
53,22363462.08045817
54,19073833.764486887
55,22363462.08045817
56,138980569.70353112
57,138980569.70353112
58,45988005730.32226
59,711947500.5546123
60,105927576895.5759
61,2581860485.247352
62,578024273.8469744
63,285868345.68473166
64,223709376.46108466
65,2718946.807084439
66,187826851.30382583
67,138980569.70353112
68,259044079.42376024
69,227000896.4725718
70,2071444516.1192894
