QueryID,lpbound_Estimate
1,296153.3870412422
2,2377.000000000001
3,326803.3982381453
4,110826.99999999962
5,1685234.059662931
6,863148.0291305771
7,1274246.0000000012
8,41377.947510059304
9,270299.3137656946
10,809459.9999999994
11,200367.99999999994
12,288.9999999999999
13,479.73325921807816
14,22696.00000000003
15,271256.25186527957
16,863148.0291305771
17,2904.4297202721236
18,6068.705298496541
19,863148.0291305771
20,97507.7590297305
21,378254.7150903767
22,54118.0961618376
23,58956.999999999854
24,1117389.9999999993
25,239.86662960903936
26,255.6247249387275
27,325.330601081423
28,268.0000000000003
29,100505.99999999965
30,18731.00000000005
31,1781510.2514888872
32,45433.658943562965
33,379544.73477444006
34,486077.1106974697
35,1070560.000000001
36,75723.00000000009
37,529709.2614255473
38,44310.99999999994
39,1274246.0000000012
40,1274246.0000000012
41,1274246.0000000012
42,194256.99999999983
43,351089.0
44,1274246.0000000012
45,1143296.3862336813
46,130632.99999999975
47,6468.0
48,262478.99999999953
49,634273.9999999994
50,867.0000000000007
51,115324.99999999999
52,1666407.5426629614
53,84664.57577995655
54,28827.000000000062
55,271256.25186527957
56,23062.78285175036
57,139903.20429008274
58,1014.6689115174478
59,6708.581338824869
60,7668.095863113049
61,823.0000000000011
62,1005533.1441379734
63,139301.83457155127
64,34672.35439282961
65,23522.288025863283
66,718.0
67,2445.0024539865
68,23891.852272270524
69,13488.48146566521
70,36680.350203380505
71,24701.36671849856
72,30231.076699410194
73,29909.44078380606
74,34635.21207268761
75,36762.69111238611
76,23505.161135376184
77,288.9999999999999
78,34811.6171250416
79,35669.96672174733
80,860.9999999999998
81,6274.98398320985
82,7387.087653466691
83,13206.000000000022
84,3407.126030535288
85,729.2009325282022
86,4355.108360139371
87,454.65794993718043
88,37684.998275492835
89,47590.726638705666
90,25588.59704656815
91,10963.252801974459
92,12434.338375763256
93,39570.58027371977
94,90189.73084112396
95,91171.73007943247
96,4541452.733275792
97,46637.45168853036
98,1384.000000000001
99,81010.00509196364
100,292.00000000000045
101,323.9999999999999
102,14929.35914483667
103,6179.880173170363
104,42402.99999999989
105,3941.6846788409994
106,4355.108360139371
107,1161732.2597078884
108,44401.119325677166
109,27806.454139748916
110,26926.734113144867
111,1250.9999999999993
112,1422032.0111908487
113,11931.527308791312
114,624270.2127528291
115,45936.87126149205
116,161909.65433968717
117,9650.305791437804
118,7866255.56149837
119,432241.66019459156
120,39005.160764242115
121,19809.962296375255
122,115520.00186241708
123,40066.172632635265
124,345828.48630643485
125,3660.832677220362
126,2061.4216672151215
127,119597.92305888914
128,6081.379530994589
129,76957.40012634473
130,15672203.306791296
131,17766.48082930332
132,520172.74239266926
133,343948.31305735407
134,158039.23412874417
135,40066.172632635265
136,26565.29871711933
137,23696.088010471292
138,175368.53793958985
139,316395311.68192166
140,14205.870096052538
141,29514.000000000036
142,36911166.32918215
143,961.9972505821131
144,949333.515952263
145,20785.81503563982
146,168642.8145791916
147,2193.071616667677
148,132582.82101388552
149,25327.542794357356
150,1174.9356416905177
151,5438.498320350709
152,6141502.693184621
153,3638.6798605351705
154,387.99946370678936
155,63134.930363468404
156,35047.15410868918
157,96648.79872949945
158,339208.8045348841
159,2233.003298524891
160,7577976.441845188
161,28535927.46232159
162,144802.25098388494
163,1244908.7977824188
164,86872.89096441079
165,40002.81963257711
166,420.00000000000017
167,396.0000000000007
168,3797.0000000000045
169,145251.00000000006
170,132.00000000000009
171,2228.9999999999986
172,175527.99999999994
173,72796.99999999985
174,21404.896031686763
175,111693.08841986497
176,250.0
177,2012.9999999999968
178,132.00000000000009
179,1750.9999999999998
180,9171.999999999998
181,1014.9999999999985
182,1449.0000000000005
183,767.999999999999
184,132.00000000000009
185,323.9999999999995
186,337.2165476366781
187,274811.9999999998
188,132.00000000000009
189,5391.9999999999945
190,835.0000000000005
191,478.00000000000034
192,151.99999999999997
193,10798.999999999982
194,306.99999999999983
195,1772.9999999999989
196,3589.9999999999895
197,1309.5146997041693
198,1544.9999999999993
199,1175.9999999999964
200,2822.000000000004
201,135.00000000000017
202,391.4281543272018
203,1904887.9999999998
204,9371.999999999989
205,335.9999999999999
206,645460.9999999997
207,11052.155989097919
208,14364.000000000044
209,396.0000000000007
210,510.49588400752447
211,166.99999999999997
212,2886675.0
213,154184.00000000015
