QueryID,lpbound_Estimate
1,7017.850235085449
2,564.0506156741995
3,7017.850235085449
4,564.0506156741995
5,638953.8811275813
6,156694631.36117053
7,34952033.75746094
8,268777033.83462703
9,1855907.999999999
10,475877.9999999994
11,2993112.0000000033
12,24880944.634056423
13,10698124.050084218
14,33793177.31784498
15,1100315.7625282987
16,434318.2576304162
17,83981.79935878988
18,1261490.2231329442
19,378975385.2908979
20,12472084.000000011
21,1162162.9999999965
22,34227673.999999985
23,32912278.935953707
24,13196639.115977071
25,2049605.846979357
26,23384440.178927224
27,19548534.68465388
28,37740152.04639736
29,21232915.89853117
30,106690522.58576445
31,111942.09099191049
32,111942.09099191049
33,59253999.4850682
34,2178535.033912415
35,4122.061858356498
36,2880612.8340578815
37,6634572.590444013
38,2586136.319529319
39,11043870.138798472
40,7499854.3717523115
41,1264006472.2955186
42,1020116831.7191677
43,1264006472.2955186
44,84843722.3593381
45,9430235.81017521
46,43681053.684798874
47,62644826.28924099
48,378643165.5524016
49,594216778.7289512
50,541410474.3421265
51,315562701.3041168
52,285868345.6847324
53,22363462.080458228
54,19073833.764486983
55,22363462.080458228
56,138980569.7035308
57,138980569.7035308
58,45988005730.32203
59,8602678015.96318
60,105927576895.57642
61,2581860485.247352
62,578024273.846973
63,285868345.68473166
64,223709376.46108466
65,2718946.807084439
66,187826851.30382627
67,138980569.7035308
68,794884867.3119849
69,675228913.8768115
70,2071444516.1192894
